Component,Document,Tag,URL,Agency
ICE,"2007 | Kenosha County Detention Center, Kenosha, WI ",Detention Facility Reviews/ Audits- American Bar Association Commission on Immigration,http://www.ice.gov/doclib/foia/dfra/2007/kenoshacountydetentioncenterkenoshawijuly122007.pdf,DHS
ICE,"2007 | Keough-Dwyer Correctional Facility, Newton, NJ ",Detention Facility Reviews/ Audits- American Bar Association Commission on Immigration,http://www.ice.gov/doclib/foia/dfra/2007/keoughdwyercorrectionalfacilitynewtonnjjuly252007.pdf,DHS
ICE,"2007 | Monmouth County Correctional Institute, Freehold, NJ ",Detention Facility Reviews/ Audits- American Bar Association Commission on Immigration,http://www.ice.gov/doclib/foia/dfra/2007/monmouthcountycorrectionalinstitutefreeholdnjaugust12007.pdf,DHS
ICE,"2007 | Monroe County Detention Center, Key West, FL ",Detention Facility Reviews/ Audits- American Bar Association Commission on Immigration,http://www.ice.gov/doclib/foia/dfra/2007/monroecountydetentioncenterkeywestflaugust22007.pdf,DHS
ICE,"2007 | Northwest Detention Center, Tacoma, WA ",Detention Facility Reviews/ Audits- American Bar Association Commission on Immigration,http://www.ice.gov/doclib/foia/dfra/2007/northwestdetentioncentertacomawajuly192007.pdf,DHS
ICE,"2007 | Pamunkey Regional Jail, Ashland, VA ",Detention Facility Reviews/ Audits- American Bar Association Commission on Immigration,http://www.ice.gov/doclib/foia/dfra/2007/pamunkeyregionaljailashlandvaaugust12007.pdf,DHS
ICE,"2007 | Piedmont Regional Jail, Farmville, VA ",Detention Facility Reviews/ Audits- American Bar Association Commission on Immigration,http://www.ice.gov/doclib/foia/dfra/2007/piedmontregionaljailfarmvillevaaugust12007.pdf,DHS
ICE,"2007 | Pike County Jail, Lords Valley, PA ",Detention Facility Reviews/ Audits- American Bar Association Commission on Immigration,http://www.ice.gov/doclib/foia/dfra/2007/pikecountyjaillordsvalleypajuly312007.pdf,DHS
ICE,"2007 | Regional Correctional Center, Albuquerque, NM ",Detention Facility Reviews/ Audits- American Bar Association Commission on Immigration,http://www.ice.gov/doclib/foia/dfra/2007/regionalcorrectionalcenteralbuquerquenmapril122007.pdf,DHS
ICE,"2007 | Wakulla County Detention Facility, Crawfordville, FL ",Detention Facility Reviews/ Audits- American Bar Association Commission on Immigration,http://www.ice.gov/doclib/foia/dfra/2007/wakullacountydetentionfacilitycrawfordvillefljuly242007.pdf,DHS
ICE,"2007 | Willacy County Detention Facility, Raymondville, TX ",Detention Facility Reviews/ Audits- American Bar Association Commission on Immigration,http://www.ice.gov/doclib/foia/dfra/2007/willacycountydetentionfacilityraymondvilletxaugust282007.pdf,DHS
ICE,"2008 | Hudson County Correctional Center, Kearny, NJ ",Detention Facility Reviews/ Audits- American Bar Association Commission on Immigration,http://www.ice.gov/doclib/foia/dfra/2008/hudsoncountycorrectionalcenterkearnynjoctober72008.pdf,DHS
ICE,"2008 | Lerdo Detention Facility, Bakersfield, CA",Detention Facility Reviews/ Audits- American Bar Association Commission on Immigration,http://www.ice.gov/doclib/foia/dfra/2008/lerdodetentionfacilitybakersfieldcaseptember252008.pdf,DHS
ICE,"2003 | Florence Service Processing Center, Florence, AZ ",Detention Facility Reviews/ Audits- Commission on Accreditation for Corrections,http://www.ice.gov/doclib/foia/dfra-cac/florence3.pdf,DHS
ICE,"2004 | Florence Service Processing Center, Florence, AZ ",Detention Facility Reviews/ Audits- Commission on Accreditation for Corrections,http://www.ice.gov/doclib/foia/dfra-cac/florence4.pdf,DHS
ICE,"2006 | El Paso Service Processing Center, El Paso, TX ",Detention Facility Reviews/ Audits- Commission on Accreditation for Corrections,http://www.ice.gov/doclib/foia/dfra-cac/elpaso1.pdf,DHS
ICE,"2007 | Florence Service Processing Center, Florence, AZ ",Detention Facility Reviews/ Audits- Commission on Accreditation for Corrections,http://www.ice.gov/doclib/foia/dfra-cac/florence2.pdf,DHS
ICE,"2007 | Port Isabel Detention Center, Los Fresnos, TX ",Detention Facility Reviews/ Audits- Commission on Accreditation for Corrections,http://www.ice.gov/doclib/foia/dfra-cac/portisabel1.pdf,DHS
ICE,2007 | San Diego Contract Detention Facility,Detention Facility Reviews/ Audits- Commission on Accreditation for Corrections,http://www.ice.gov/doclib/foia/dfra-cac/sandiego1.pdf,DHS
ICE,"2007 | San Pedro Processing Center, San Pedro, CA ",Detention Facility Reviews/ Audits- Commission on Accreditation for Corrections,http://www.ice.gov/doclib/foia/dfra-cac/sanpedroprocessingcentersanpedrocamarch19-212007.pdf,DHS
ICE,"2007 | Willacy County Processing Center, Raymondville, TX ",Detention Facility Reviews/ Audits- Commission on Accreditation for Corrections,http://www.ice.gov/doclib/foia/dfra-cac/willacy1.pdf,DHS
ICE,"2008 | Florence Service Processing Center, Florence, AZ ",Detention Facility Reviews/ Audits- Commission on Accreditation for Corrections,http://www.ice.gov/doclib/foia/dfra-cac/florence1.pdf,DHS
ICE,"2008 | Krome Service Processing Center, Miami, FL ",Detention Facility Reviews/ Audits- Commission on Accreditation for Corrections,http://www.ice.gov/doclib/foia/dfra-cac/krom1.pdf,DHS
ICE,"2009 | Eloy Detention Center, Eloy, AZ",Detention Facility Reviews/ Audits- Commission on Accreditation for Corrections,http://www.ice.gov/doclib/foia/dfra-cac/eloydetentioncentereloyaz033004012009.pdf,DHS
ICE,"2002 | San Pedro Service Processing Center, San Pedro, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/ice-audits/sanpedroserviceprocessingcentersanpedrocamay792002.pdf,DHS
ICE,"2003 | San Pedro Service Processing Center, San Pedro, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/ice-audits/sanpedroserviceprocessingcentersanpedrocanovember17192003.pdf,DHS
ICE,"2004 | Alhambra City Jail, San Bernardino, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/alhambracityjailsanbernardinocaseptember132004.pdf,DHS
ICE,"2004 | El Centro Service Processing Center (Jan. 27), El Centro, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/elcentroserviceprocessingcenterelcentrocajanuary272004.pdf,DHS
ICE,"2004 | El Centro Service Processing Center (Jul. 27-29), El Centro, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/elcentroserviceprocessingcenterelcentrocajuly27292004.pdf,DHS
ICE,"2004 | Monterey Park City Jail, Monterey, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/montereyparkcityjailmontereyca08092004.pdf,DHS
ICE,"2004 | Pasadena City Jail, Pasadena, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/pasadenacityjailpasadenaca09032004.pdf,DHS
ICE,"2004 | Pomona Jail, Pomona, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/pomonajailpomonaca06212004.pdf,DHS
ICE,"2004 | San Bernardino Central Detention Center, San Bernardino, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/sanbernardinocentraldetentioncentersanbernardinoca06052004.pdf,DHS
ICE,"2004 | San Diego Correctional Facility, San Diego, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/sandiegocorrectionalfacilitysandiegoca083109022004.pdf,DHS
ICE,"2004 | San Pedro Service Processing Center, San Pedro, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/ice-audits/sanpedroserviceprocessingcentersanpedrocajuly682004.pdf,DHS
ICE,"2004 | Ventura County Jail, Ventura, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/venturacountyjailventuraca0817182004.pdf,DHS
ICE,"2005 | Alhambra City Jail, San Bernardino, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/alhambracityjailsanbernardinocaaugust52005.pdf,DHS
ICE,"2005 | Calcasieu Parish Correctional Center, Lake Charles, LA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/calcasieuparishcorrectionalcenterlakecharlesla103120051112005.pdf,DHS
ICE,"2005 | Chippewa County Sheriff's Department, Sault Sainte Marie, MI ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/chippewacountysheriffsdeptsaultsaintemariemi042505.pdf,DHS
ICE,"2005 | El Centro Service Processing Center, El Centro, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/elcentroserviceprocessingcenterelcentrocajuly12142005.pdf,DHS
ICE,"2005 | Monterey Park City Jail, Monterey, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/montereyparkcityjailmontereyca07252005.pdf,DHS
ICE,"2005 | Pasadena City Jail, Pasadena, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/pasadenacityjailpasadenaca06172005.pdf,DHS
ICE,"2005 | Pomona City Jail, Pomona, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/pomonacityjailpomonaca06132005.pdf,DHS
ICE,"2005 | San Bernardino Central Detention Center, San Bernardino, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/sanbernardinocentraldetentioncentersanbernardinoca06152005.pdf,DHS
ICE,"2005 | San Diego Correctional Facility, San Diego, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/sandiegocorrectionalfacilitysandiegoca1018202005.pdf,DHS
ICE,"2005 | San Pedro Service Processing Center, San Pedro, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/ice-audits/sanpedroserviceprocessingcentersanpedrocaaugust9122005.pdf,DHS
ICE,"2005 | Ventura County Jail, Ventura, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/venturacountyjailventuraca0719202005.pdf,DHS
ICE,"2006 | Alhambra City Jail, San Bernardino, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/alhambracityjailsanbernardinocajuly182006.pdf,DHS
ICE,"2006 | Benton County Detention Center, Bentonville, AR ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/bentoncountydetentioncenterbentonvillearfeb282006.pdf,DHS
ICE,"2006 | Blount County Jail, Maryville, TN ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/blountcountyjailmaryvilletnapril17182006.pdf,DHS
ICE,"2006 | CCA Silverdale Facility, Chattanooga, TN ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/ccasilverdalechattanoogatnmarch82006.pdf,DHS
ICE,"2006 | Concordia Parish Correctional Center, Ferriday, LA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/concordiaparishcorrectionalcenterferridaylasep592006.pdf,DHS
ICE,"2006 | El Centro Service Processing Center, El Centro, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/elcentroserviceprocessingcenterelcentrocajuly11132006.pdf,DHS
ICE,"2006 | Hamilton County Jail, Chattanooga, TN ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/hamiltoncountyjailchattanoogatnmarch62006.pdf,DHS
ICE,"2006 | Kent County Jail, Grand Rapids, MI ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/kentcountyjailgrandrapidsmi02262706.pdf,DHS
ICE,"2006 | Lonoke City Jail, Lonoke, AR ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/lonokecityjaillonokear1406.pdf,DHS
ICE,"2006 | Macomb County Sheriff's Department, Mt. Clemens, MI ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/macombcountysheriffsdeptmtclemensmi042806050106.pdf,DHS
ICE,"2006 | Monroe County Jail (Dormitory), Monroe, MI ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/monroecountyjail-dorm-monroemi02272806.pdf,DHS
ICE,"2006 | Monroe County Jail (Main), Monroe, MI ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/monroecountyjail-main-monroemi022406.pdf,DHS
ICE,"2006 | Monterey Park City Jail, Monterey, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/montereyparkcityjailmontereyca06192006.pdf,DHS
ICE,"2006 | Orleans Parish Prison, New Orleans, LA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/orleansparishprisonneworleansla1452006.pdf,DHS
ICE,"2006 | Pasadena City Jail, Pasadena, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/pasadenacityjailpasadenaca05192006.pdf,DHS
ICE,"2006 | Pine Prairie Correctional Center, Pine Prairie, LA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/pineprairiecorrectionalcenterpineprairiela1024252006.pdf,DHS
ICE,"2006 | Pomona City Jail, Pomona, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/pomonacityjailpomonaca05252006.pdf,DHS
ICE,"2006 | San Bernardino Central Detention Center, San Bernardino, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/sanbernardinocentraldetentioncentersanbernardinoca05262006.pdf,DHS
ICE,"2006 | San Diego Correctional Facility, San Diego, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/sandiegocorrectionalfacilitysandiegoca0919212006.pdf,DHS
ICE,"2006 | San Pedro Service Processing Center, San Pedro, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/ice-audits/sanpedroserviceprocessingcentersanpedrocaaugust282006.pdf,DHS
ICE,"2006 | Sebastian County Detention Center, Fort Smith, AR ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/sebastiancountydetentioncenterfortsmithar062706.pdf,DHS
ICE,"2006 | St. Clair County Intervention Center, Port Huron Township, MI ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/stclaircountyinterventioncenterporthurontownshipmi08122106.pdf,DHS
ICE,"2006 | Tensas Parish Detention Center, Waterproof, LA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/tensasparishdetentioncenterwaterproofla88102006.pdf,DHS
ICE,"2006 | Ventura County Jail, Ventura, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/venturacountyjailventuraca0710112006.pdf,DHS
ICE,"2006 | Washington County Jail, Fayetteville, AR ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/washingtoncountyjailfayettevillear080906.pdf,DHS
ICE,"2006 | Wayne County Sheriff's Department, Hamtramack, MI ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/waynecountysheriffsdepthamtramackmi03282906.pdf,DHS
ICE,"2006 | West Baton Rouge Parish Detention Center, Port Allen, LA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/westbatonrougeparishdetentioncenterportallenla06293006.pdf,DHS
ICE,"2007 | Alhambra City Jail, San Bernardino, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/alhambracityjailsanbernardinocajuly92007.pdf,DHS
ICE,"2007 | Bedford Municipal Detention Center, Bedford, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/bedfordmunicipaldetentioncenterbedfordtx05142007.pdf,DHS
ICE,"2007 | Bexar County, GEO Central Texas Detention Facility, San Antonio, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/bexarcountygeocentraltexasdetentionfacilitysanantoniotx0924262007.pdf,DHS
ICE,"2007 | Brooks County Detention Center, Falfurrias, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/brookscountydetentioncenterfalfurriastx0917212007.pdf,DHS
ICE,"2007 | CCA Mason, Mason, TN ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/ccamasonmasontn01101207.pdf,DHS
ICE,"2007 | Comal County Jail, New Braunfels, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/comalcountyjailnewbraunfelstx09072007.pdf,DHS
ICE,"2007 | Culberson County Jail, Van Horn, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/culbersoncountyjailvanhorntx08132007.pdf,DHS
ICE,"2007 | El Centro Service Processing Center, El Centro, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/elcentroserviceprocessingcenterelcentrocajuly19212007.pdf,DHS
ICE,"2007 | El Paso Service Processing Center, El Paso, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/elpasoserviceprocessingcenterelpasotxsp17202007.pdf,DHS
ICE,"2007 | Euless City Jail, Euless, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/eulesscityjaileulesstx04252007.pdf,DHS
ICE,"2007 | Farmers' Branch Police Department, Dallas County, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/farmersbranchpolicedepartmentdallascountytx03222007.pdf,DHS
ICE,"2007 | Frederick County Adult Detention Center, Frederick, MD ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/ice-audits/09-334finalredactedbatesdocuments.pdf,DHS
ICE,"2007 | Frio County Detention Center, Pearsall, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/friocountydetentioncenterpearsalltx0717182007.pdf,DHS
ICE,"2007 | GEO Karnes County Correctional Center, Karnes City, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/geokarnescountycorrectionalcenterkarnescitytx0418192007.pdf,DHS
ICE,"2007 | Glendale City Jail, Glendale, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/glendalecityjailglendaleca05142007.pdf,DHS
ICE,"2007 | Gregg County Detention Center, Longview, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/greggcountydetentioncenterlongviewtx1114162007.pdf,DHS
ICE,"2007 | Houston Contract Detention Facility, Houston, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/houstoncontractdetentionfacilityhoustontxfeb682007.pdf,DHS
ICE,"2007 | Jefferson County (Downtown) Jail, Beaumont, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/jeffersoncountydowntownjailbeaumonttx1127282007.pdf,DHS
ICE,"2007 | Kinney County Detention Center, Brackettville, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/kinneycountydetentioncenterbracketvilletx0522232007.pdf,DHS
ICE,"2007 | La Salle County Regional Detention Center, Encinal, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/lasallecountyregionaldetentioncenterencinaltx0522232007.pdf,DHS
ICE,"2007 | Laredo Processing Center, Laredo, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/laredoprocessingcenterlaredotxsep25272007.pdf,DHS
ICE,"2007 | Limestone County Detention Center, Groesbeck, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/limestonecountydetentioncentergroesbecktx0409102007.pdf,DHS
ICE,"2007 | Lubbock County Detention Center, Lubbock, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/lubbockcountydetentioncenterlubbocktx04302007.pdf,DHS
ICE,"2007 | McHenry County Correctional Facility, Woodstock, IL ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/mchenrycountycorrectionalfacilitywoodstockilseptember16182007.pdf,DHS
ICE,"2007 | McLennan County Detention Center, Waco, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/mclennancountydetentioncenterwacotx0122232007.pdf,DHS
ICE,"2007 | Monterey Park City Jail, Monterey, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/montereyparkcityjailmontereyca006062007.pdf,DHS
ICE,"2007 | Navarro County Jail, Corsicana, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/navarrocountyjailcorsicanatx02272007.pdf,DHS
ICE,"2007 | Otero County Processing Center, Chaparral, NM ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/oterocountyprisonchaparralnm1218202007.pdf,DHS
ICE,"2007 | Pasadena City Jail, Pasadena, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/pasadenacityjailpasadenaca05112007.pdf,DHS
ICE,"2007 | Pomona City Jail, Pomona, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/pomonacityjailpomonaca05232007.pdf,DHS
ICE,"2007 | Port Isabel Service Processing Center, Los Fresnos, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/ice-audits/portisabelserviceprocessingcenterlosfresnostxfeb13152007.pdf,DHS
ICE,"2007 | Randall County Sheriff's Office, Amarillo, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/randallcountysheriffsofficeamarillotx0226272007.pdf,DHS
ICE,"2007 | Regional Correctional Center, Albuquerque, NM ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/ice-audits/albuquerqueregionalcorrectionalcenterbernalillocountynmjuly11-132007.pdf,DHS
ICE,"2007 | Rolling Plains Regional Detention Center, Haskell, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/rollingplainsregionaldetentioncenterhaskelltx0305072007.pdf,DHS
ICE,"2007 | San Bernardino Central Detention Center, San Bernardino, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/sanbernardinocentraldetentioncentersanbernardinoca05232007.pdf,DHS
ICE,"2007 | San Diego Correctional Facility, San Diego, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/sandiegocorrectionalfacilitysandiegoca00626282007.pdf,DHS
ICE,"2007 | San Pedro Service Processing Center, San Pedro, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/ice-audits/sanpedroserviceprocessingcentersanpedrocaaugust28302007.pdf,DHS
ICE,"2007 | South Louisiana Correctional Center, Basile, LA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/southlouisianacorrectionalcenterbasilela02060807.pdf,DHS
ICE,"2007 | South Texas Detention Facility, San Antonio, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/ice-audits/southtexasdetentionfacilitysanantoniotxapr10122007.pdf,DHS
ICE,"2007 | Taylor County Adult Detention Center, Abilene, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/taylorcountyadultdetentioncenterabilenetx0911132007.pdf,DHS
ICE,"2007 | Titus County Detention Center, Mount Pleasant, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/tituscountydetentioncentermountpleasanttx11122007.pdf,DHS
ICE,"2007 | Ventura County Jail, Ventura, CA ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/venturacountyjailventuraca0721222007.pdf,DHS
ICE,"2007 | Webb County Detention Center, Laredo, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/webbcountydetentioncenterlaredotx0626272007.pdf,DHS
ICE,"2007 | West Texas Detention Facility, Sierra Blanca, TX ",Detention Facility Reviews/ Audits- Enforcement and Removal Operations (ERO),http://www.ice.gov/doclib/foia/dfra-ice-dro/westtexasdetentionfacilitysierrablancatx1126282007.pdf,DHS
